20751
18
133299
14203
 0 1 1 150 731  13 (D 0,1,1) (S 107,1,116) (S 108,116,117) (S 109,2,117) (S 106,113,114) (S 104,107,112) (S 105,112,113) (S 101,107,110) (S 103,110,112) (S 97,105,106) (S 98,106,107) (S 91,86,87) (D 0,1,1)
 0 1 2 148 1318  14 (D 0,1,1) (S 110,117,119) (S 86,79,80) (S 87,80,82) (S 88,82,84) (S 90,85,86) (S 112,124,126) (S 72,62,63) (S 96,104,105) (S 102,110,111) (S 94,97,98) (S 92,95,96) (S 95,102,104) (D 0,1,1)
 0 1 3 149 1105  13 (D 0,1,1) (S 38,118,118) (S 35,76,76) (S 62,37,43) (S 66,43,46) (S 58,36,37) (S 89,84,85) (S 84,77,78) (S 78,67,69) (S 80,71,72) (S 81,72,73) (S 85,78,79) (D 0,1,1)
 0 1 4 150 1096  8 (D 0,1,1) (S 30,114,114) (S 99,107,108) (S 59,36,38) (S 25,92,92) (S 77,67,68) (S 79,69,71) (D 0,1,1)
 0 1 5 150 862  7 (D 0,1,1) (S 111,114,118) (S 36,64,64) (S 75,62,66) (S 74,64,65) (S 71,55,56) (D 0,1,1)
 0 1 6 148 1187  9 (D 0,1,1) (S 23,88,88) (S 13,80,80) (S 29,124,124) (S 37,78,78) (S 60,38,39) (S 73,63,64) (S 22,62,62) (D 0,1,1)
 0 1 7 147 1422  10 (D 0,1,1) (S 14,13,13) (S 53,28,29) (S 54,28,30) (S 49,20,24) (S 51,25,27) (S 65,34,45) (S 82,44,73) (S 68,48,49) (D 0,1,1)
 0 1 8 148 1145  7 (D 0,1,1) (S 12,113,113) (S 27,135,135) (S 17,134,134) (S 18,46,46) (S 67,33,139) (D 0,1,1)
 0 1 9 147 1383  8 (D 0,1,1) (S 93,96,97) (S 76,66,67) (S 44,8,11) (S 42,6,8) (S 45,11,12) (S 64,44,45) (D 0,1,1)
 0 1 10 146 1283  10 (D 0,1,1) (S 83,46,77) (S 63,43,44) (S 70,54,55) (S 69,49,140) (S 114,55,140) (S 56,11,33) (S 39,29,29) (S 52,27,28) (D 0,1,1)
 0 1 11 149 929  5 (D 0,1,1) (S 100,108,109) (S 40,70,70) (S 9,82,82) (D 0,1,1)
 0 1 12 144 1479  9 (D 0,1,1) (S 41,5,6) (S 34,15,15) (S 55,30,32) (S 19,30,30) (S 48,20,22) (S 47,13,14) (S 46,12,13) (D 0,1,1)
 0 1 13 147 963  6 (D 0,1,1) (S 33,43,43) (S 57,34,139) (S 20,54,54) (S 26,84,84) (D 0,1,1)
 0 1 14 144 1200  8 (D 0,1,1) (S 61,39,40) (S 4,38,38) (S 10,37,37) (S 16,42,42) (S 24,139,139) (S 28,10,10) (D 0,1,1)
 0 1 15 147 1441  7 (D 0,1,1) (S 113,126,130) (S 3,125,125) (S 31,16,16) (S 43,8,9) (S 5,5,5) (D 0,1,1)
 0 1 16 143 1099  7 (D 0,1,1) (S 8,103,103) (S 6,49,49) (S 7,20,20) (S 21,25,25) (S 15,11,11) (D 0,1,1)
 0 1 17 135 1107  6 (D 0,1,1) (S 2,48,48) (S 11,61,61) (S 115,11,27) (S 50,24,25) (D 0,1,1)
 0 1 18 91 1001  4 (D 0,1,1) (S 1,36,36) (S 32,6,6) (D 0,1,1)
